id,key,value,type
356731695,amenity,grave_yard,regular
356731695,ele,67,regular
356731695,county_id,051,gnis
356731695,created,11/30/1979,gnis
356731695,feature_id,1354584,gnis
356731695,state_id,48,gnis
356731695,name,Clay Cemetery,regular
356731723,amenity,place_of_worship,regular
356731723,ele,86,regular
356731723,county_id,041,gnis
356731723,created,11/30/1979,gnis
356731723,feature_id,1354603,gnis
356731723,state_id,48,gnis
356731723,name,Clayton Church,regular
356731723,religion,christian,regular
356731796,amenity,place_of_worship,regular
356731796,ele,96,regular
356731796,county_id,185,gnis
356731796,created,11/30/1979,gnis
356731796,feature_id,1354738,gnis
356731796,state_id,48,gnis
356731796,name,Cokesbury Church,regular
356731796,religion,christian,regular
356731882,amenity,grave_yard,regular
356731882,ele,115,regular
356731882,county_id,041,gnis
356731882,created,11/30/1979,gnis
356731882,feature_id,1354854,gnis
356731882,state_id,48,gnis
356731882,name,Concord Cemetery,regular
356731955,amenity,place_of_worship,regular
356731955,ele,114,regular
356731955,county_id,051,gnis
356731955,created,11/30/1979,gnis
356731955,feature_id,1354908,gnis
356731955,state_id,48,gnis
356731955,name,Cooks Point Church,regular
356731955,religion,christian,regular
356731959,amenity,school,regular
356731959,ele,107,regular
356731959,county_id,051,gnis
356731959,created,11/30/1979,gnis
356731959,feature_id,1354909,gnis
356731959,state_id,48,gnis
356731959,name,Cooks Point School,regular
356732204,amenity,grave_yard,regular
356732204,ele,119,regular
356732204,county_id,041,gnis
356732204,created,11/30/1979,gnis
356732204,feature_id,1355066,gnis
356732204,state_id,48,gnis
356732204,name,Cottonwood Cemetery,regular
356732208,amenity,place_of_worship,regular
356732208,ele,112,regular
356732208,county_id,041,gnis
356732208,created,11/30/1979,gnis
356732208,feature_id,1355069,gnis
356732208,state_id,48,gnis
356732208,name,Cottonwood Church,regular
356732208,religion,christian,regular
356732405,amenity,grave_yard,regular
356732405,ele,67,regular
356732405,county_id,041,gnis
356732405,created,11/30/1979,gnis
356732405,feature_id,1355245,gnis
356732405,state_id,48,gnis
356732405,name,Cox Cemetery,regular
356732745,amenity,place_of_worship,regular
356732745,ele,73,regular
356732745,county_id,051,gnis
356732745,created,11/30/1979,gnis
356732745,feature_id,1355525,gnis
356732745,state_id,48,gnis
356732745,name,Czech Church,regular
356732745,religion,christian,regular
356732753,amenity,place_of_worship,regular
356732753,ele,73,regular
356732753,county_id,051,gnis
356732753,created,11/30/1979,gnis
356732753,feature_id,1355535,gnis
356732753,state_id,48,gnis
356732753,name,Dabner Hill Church,regular
356732753,religion,christian,regular
356733261,amenity,grave_yard,regular
356733261,ele,95,regular
356733261,county_id,051,gnis
356733261,created,11/30/1979,gnis
356733261,feature_id,1356244,gnis
356733261,state_id,48,gnis
356733261,name,Draper Cemetery,regular
356733267,amenity,grave_yard,regular
356733267,ele,126,regular
356733267,county_id,471,gnis
356733267,created,11/30/1979,gnis
356733267,feature_id,1356265,gnis
356733267,state_id,48,gnis
356733267,name,Driscoll Cemetery,regular
356733544,amenity,grave_yard,regular
356733544,ele,111,regular
356733544,county_id,041,gnis
356733544,created,11/30/1979,gnis
356733544,feature_id,1356781,gnis
356733544,state_id,48,gnis
356733544,name,Ebenezer Cemetery,regular
356733717,amenity,grave_yard,regular
356733717,ele,112,regular
356733717,county_id,051,gnis
356733717,created,11/30/1979,gnis
356733717,feature_id,1356906,gnis
356733717,state_id,48,gnis
356733717,name,Elizabeth Chapel Cemetery,regular
356733880,amenity,grave_yard,regular
356733880,ele,90,regular
356733880,county_id,185,gnis
356733880,created,11/30/1979,gnis
356733880,feature_id,1357038,gnis
356733880,state_id,48,gnis
356733880,name,Enon Cemetery,regular
356733947,amenity,grave_yard,regular
356733947,ele,92,regular
356733947,county_id,041,gnis
356733947,created,11/30/1979,gnis
356733947,feature_id,1357100,gnis
356733947,state_id,48,gnis
356733947,name,Evans Cemetery,regular
356733969,amenity,grave_yard,regular
356733969,ele,89,regular
356733969,county_id,185,gnis
356733969,created,11/30/1979,gnis
356733969,feature_id,1357117,gnis
356733969,state_id,48,gnis
356733969,name,Evergreen Cemetery,regular
356734254,amenity,place_of_worship,regular
356734254,ele,122,regular
356734254,county_id,395,gnis
356734254,created,11/30/1979,gnis
356734254,feature_id,1357374,gnis
356734254,state_id,48,gnis
356734254,name,Five Point Church,regular
356734254,religion,christian,regular
356734499,amenity,grave_yard,regular
356734499,ele,132,regular
356734499,county_id,471,gnis
356734499,created,11/30/1979,gnis
356734499,feature_id,1357612,gnis
356734499,state_id,48,gnis
356734499,name,Foster Cemetery,regular
356734589,amenity,place_of_worship,regular
356734589,ele,91,regular
356734589,county_id,185,gnis
356734589,created,11/30/1979,gnis
356734589,feature_id,1357711,gnis
356734589,state_id,48,gnis
356734589,name,Free Will Church,regular
356734589,religion,christian,regular
356734656,amenity,grave_yard,regular
356734656,ele,101,regular
356734656,county_id,041,gnis
356734656,created,11/30/1979,gnis
356734656,feature_id,1357735,gnis
356734656,state_id,48,gnis
356734656,name,Fridel Cemetery,regular
356734712,amenity,place_of_worship,regular
356734712,ele,115,regular
356734712,county_id,041,gnis
356734712,created,11/30/1979,gnis
356734712,feature_id,1357747,gnis
356734712,state_id,48,gnis
356734712,name,Friendship Church,regular
356734712,religion,christian,regular
356734822,amenity,grave_yard,regular
356734822,ele,92,regular
356734822,county_id,395,gnis
356734822,created,11/30/1979,gnis
356734822,feature_id,1357837,gnis
356734822,state_id,48,gnis
356734822,name,Galloway Cemetery,regular
356735063,amenity,grave_yard,regular
356735063,ele,91,regular
356735063,county_id,041,gnis
356735063,created,11/30/1979,gnis
356735063,feature_id,1358034,gnis
356735063,state_id,48,gnis
356735063,name,Gilmore Cemetery,regular
356735236,amenity,grave_yard,regular
356735236,ele,79,regular
356735236,county_id,041,gnis
356735236,created,11/30/1979,gnis
356735236,feature_id,1358171,gnis
356735236,state_id,48,gnis
356735236,name,Goodson Cemetery,regular
356735383,amenity,grave_yard,regular
356735383,ele,110,regular
356735383,county_id,041,gnis
356735383,created,11/30/1979,gnis
356735383,feature_id,1358256,gnis
356735383,state_id,48,gnis
356735383,name,Grandview Cemetery,regular
356735724,amenity,school,regular
356735724,ele,114,regular
356735724,county_id,185,gnis
356735724,created,11/30/1979,gnis
356735724,feature_id,1358454,gnis
356735724,state_id,48,gnis
356735724,name,Grimes Prairie School,regular
356736289,amenity,grave_yard,regular
356736289,ele,102,regular
356736289,county_id,395,gnis
356736289,created,11/30/1979,gnis
356736289,feature_id,1358980,gnis
356736289,state_id,48,gnis
356736289,name,Hearne Cemetery,regular
356736395,amenity,grave_yard,regular
356736395,ele,114,regular
356736395,county_id,041,gnis
356736395,created,11/30/1979,gnis
356736395,feature_id,1359043,gnis
356736395,state_id,48,gnis
356736395,name,Henry Cemetery,regular
356736521,amenity,grave_yard,regular
356736521,ele,96,regular
356736521,county_id,051,gnis
356736521,created,11/30/1979,gnis
356736521,feature_id,1359189,gnis
356736521,state_id,48,gnis
356736521,name,High Prairie Cemetery,regular
356736660,amenity,grave_yard,regular
356736660,ele,120,regular
356736660,county_id,051,gnis
356736660,created,11/30/1979,gnis
356736660,feature_id,1359315,gnis
356736660,state_id,48,gnis
356736660,name,Hix Cemetery,regular
356736813,amenity,grave_yard,regular
356736813,ele,93,regular
356736813,county_id,041,gnis
356736813,created,11/30/1979,gnis
356736813,feature_id,1359468,gnis
356736813,state_id,48,gnis
356736813,name,Holuber Cemetery,regular
356736895,amenity,place_of_worship,regular
356736895,ele,105,regular
356736895,county_id,471,gnis
356736895,created,11/30/1979,gnis
356736895,feature_id,1359547,gnis
356736895,state_id,48,gnis
356736895,name,Hopewell Church,regular
356736895,religion,christian,regular
356736897,amenity,place_of_worship,regular
356736897,ele,96,regular
356736897,county_id,331,gnis
356736897,created,11/30/1979,gnis
356736897,feature_id,1359548,gnis
356736897,state_id,48,gnis
356736897,name,Hopewell Church,regular
356736897,religion,christian,regular
356736920,amenity,school,regular
356736920,ele,110,regular
356736920,county_id,471,gnis
356736920,created,11/30/1979,gnis
356736920,feature_id,1359555,gnis
356736920,state_id,48,gnis
356736920,name,Hopewell School,regular
356737164,amenity,school,regular
356737164,ele,122,regular
356737164,county_id,051,gnis
356737164,created,11/30/1979,gnis
356737164,feature_id,1359859,gnis
356737164,state_id,48,gnis
356737164,name,Hus School,regular
356737204,amenity,place_of_worship,regular
356737204,ele,114,regular
356737204,county_id,185,gnis
356737204,created,11/30/1979,gnis
356737204,feature_id,1359908,gnis
356737204,state_id,48,gnis
356737204,name,Independence Church,regular
356737204,religion,christian,regular
356737295,ele,95,regular
356737295,county_id,185,gnis
356737295,created,11/30/1979,gnis
356737295,feature_id,1360026,gnis
356737295,state_id,48,gnis
356737295,landuse,reservoir,regular
356737295,name,Lake Irine,regular
356737456,amenity,grave_yard,regular
356737456,ele,90,regular
356737456,county_id,041,gnis
356737456,created,11/30/1979,gnis
356737456,feature_id,1360256,gnis
356737456,state_id,48,gnis
356737456,name,Jim Harris Cemetery,regular
356737487,amenity,place_of_worship,regular
356737487,ele,73,regular
356737487,county_id,051,gnis
356737487,created,11/30/1979,gnis
356737487,feature_id,1360295,gnis
356737487,state_id,48,gnis
356737487,name,John the Baptist Church,regular
356737487,religion,christian,regular
356737750,amenity,school,regular
356737750,ele,74,regular
356737750,county_id,051,gnis
356737750,created,11/30/1979,gnis
356737750,feature_id,1360399,gnis
356737750,state_id,48,gnis
356737750,name,Jones High School,regular
356737790,amenity,place_of_worship,regular
356737790,ele,81,regular
356737790,county_id,313,gnis
356737790,created,11/30/1979,gnis
356737790,feature_id,1360446,gnis
356737790,state_id,48,gnis
356737790,name,Jozye Church,regular
356737790,religion,christian,regular
356737944,amenity,grave_yard,regular
356737944,ele,89,regular
356737944,county_id,185,gnis
356737944,created,11/30/1979,gnis
356737944,feature_id,1360575,gnis
356737944,state_id,48,gnis
356737944,name,Kennard Cemetery,regular
356738052,amenity,grave_yard,regular
356738052,ele,74,regular
356738052,county_id,051,gnis
356738052,created,11/30/1979,gnis
356738052,feature_id,1360616,gnis
356738052,state_id,48,gnis
356738052,name,Khrone Cemetery,regular
356738187,amenity,grave_yard,regular
356738187,ele,106,regular
356738187,county_id,041,gnis
356738187,created,11/30/1979,gnis
356738187,feature_id,1360711,gnis
356738187,state_id,48,gnis
356738187,name,Kizer Cemetery,regular
356738298,amenity,grave_yard,regular
356738298,ele,114,regular
356738298,county_id,051,gnis
356738298,created,11/30/1979,gnis
356738298,feature_id,1360764,gnis
356738298,state_id,48,gnis
356738298,name,Kramer Cemetery,regular
356738315,amenity,grave_yard,regular
356738315,ele,107,regular
356738315,county_id,041,gnis
356738315,created,11/30/1979,gnis
356738315,feature_id,1360778,gnis
356738315,state_id,48,gnis
356738315,name,Kurten Cemetery,regular
356738319,amenity,school,regular
356738319,ele,105,regular
356738319,county_id,041,gnis
356738319,created,11/30/1979,gnis
356738319,feature_id,1360779,gnis
356738319,state_id,48,gnis
356738319,name,Kurten School,regular
356738423,amenity,grave_yard,regular
356738423,ele,97,regular
356738423,county_id,185,gnis
356738423,created,11/30/1979,gnis
356738423,feature_id,1360847,gnis
356738423,state_id,48,gnis
356738423,name,Lake Grove Cemetery,regular
356738493,amenity,school,regular
356738493,ele,101,regular
356738493,county_id,041,gnis
356738493,created,11/30/1979,gnis
356738493,feature_id,1360893,gnis
356738493,state_id,48,gnis
356738493,name,Lamar Junior High School,regular
356738722,amenity,grave_yard,regular
356738722,ele,92,regular
356738722,county_id,051,gnis
356738722,created,11/30/1979,gnis
356738722,feature_id,1360990,gnis
356738722,state_id,48,gnis
356738722,name,Lawrence Cemetery,regular
356738842,amenity,place_of_worship,regular
356738842,ele,99,regular
356738842,county_id,395,gnis
356738842,created,11/30/1979,gnis
356738842,feature_id,1361047,gnis
356738842,state_id,48,gnis
356738842,name,Lees Chapel,regular
356738842,religion,christian,regular
356739160,amenity,grave_yard,regular
356739160,ele,73,regular
356739160,county_id,185,gnis
356739160,created,11/30/1979,gnis
356739160,feature_id,1361358,gnis
356739160,state_id,48,gnis
356739160,name,Little Flock Cemetery,regular
356739165,amenity,place_of_worship,regular
356739165,ele,65,regular
356739165,county_id,051,gnis
356739165,created,11/30/1979,gnis
356739165,feature_id,1361359,gnis
356739165,state_id,48,gnis
356739165,name,Little Flock Church,regular
356739165,religion,christian,regular
356739261,amenity,place_of_worship,regular
356739261,ele,105,regular
356739261,county_id,471,gnis
356739261,created,11/30/1979,gnis
356739261,feature_id,1361516,gnis
356739261,state_id,48,gnis
356739261,name,Little Zion Church,regular
356739261,religion,christian,regular
356739344,amenity,place_of_worship,regular
356739344,ele,103,regular
356739344,county_id,051,gnis
356739344,created,11/30/1979,gnis
356739344,feature_id,1361652,gnis
356739344,state_id,48,gnis
356739344,name,Lone Oak Church,regular
356739344,religion,christian,regular
356739872,amenity,place_of_worship,regular
356739872,ele,123,regular
356739872,county_id,051,gnis
356739872,created,11/30/1979,gnis
356739872,feature_id,1362024,gnis
356739872,state_id,48,gnis
356739872,name,Macedonia Church,regular
356739872,religion,christian,regular
356739883,amenity,place_of_worship,regular
356739883,ele,86,regular
356739883,county_id,041,gnis
356739883,created,11/30/1979,gnis
356739883,feature_id,1362025,gnis
356739883,state_id,48,gnis
356739883,name,Macedonia Church,regular
356739883,religion,christian,regular
356740205,amenity,place_of_worship,regular
356740205,ele,82,regular
356740205,county_id,185,gnis
356740205,created,11/30/1979,gnis
356740205,feature_id,1362224,gnis
356740205,state_id,48,gnis
356740205,name,Martin Prairie Church,regular
356740205,religion,christian,regular
356740239,ele,84,regular
356740239,county_id,041,gnis
356740239,created,11/30/1979,gnis
356740239,feature_id,1362246,gnis
356740239,state_id,48,gnis
356740239,landuse,reservoir,regular
356740239,name,Lake Mary,regular
356740248,amenity,grave_yard,regular
356740248,ele,124,regular
356740248,county_id,185,gnis
356740248,created,11/30/1979,gnis
356740248,feature_id,1362254,gnis
356740248,state_id,48,gnis
356740248,name,Mason Cemetery,regular
356740334,amenity,grave_yard,regular
356740334,ele,107,regular
356740334,county_id,471,gnis
356740334,created,11/30/1979,gnis
356740334,feature_id,1362392,gnis
356740334,state_id,48,gnis
356740334,name,McCowan Cemetery,regular
356740366,ele,104,regular
356740366,county_id,395,gnis
356740366,created,11/30/1979,gnis
356740366,feature_id,1362472,gnis
356740366,state_id,48,gnis
356740366,landuse,reservoir,regular
356740366,name,McGuire Lake,regular
356740546,amenity,place_of_worship,regular
356740546,ele,107,regular
356740546,county_id,185,gnis
356740546,created,11/30/1979,gnis
356740546,feature_id,1362800,gnis
356740546,state_id,48,gnis
356740546,name,Midway Church,regular
356740546,religion,christian,regular
356740565,amenity,school,regular
356740565,ele,107,regular
356740565,county_id,041,gnis
356740565,created,11/30/1979,gnis
356740565,feature_id,1362825,gnis
356740565,state_id,48,gnis
356740565,name,Milam School,regular
356740673,amenity,place_of_worship,regular
356740673,ele,64,regular
356740673,county_id,051,gnis
356740673,created,11/30/1979,gnis
356740673,feature_id,1363048,gnis
356740673,state_id,48,gnis
356740673,name,Money Chapel,regular
356740673,religion,christian,regular
356740738,amenity,school,regular
356740738,ele,107,regular
356740738,county_id,041,gnis
356740738,created,11/30/1979,gnis
356740738,feature_id,1363115,gnis
356740738,state_id,48,gnis
356740738,name,Moore School,regular
356740973,amenity,place_of_worship,regular
356740973,ele,86,regular
356740973,county_id,041,gnis
356740973,created,11/30/1979,gnis
356740973,feature_id,1363244,gnis
356740973,state_id,48,gnis
356740973,name,Mount Enterprise Church,regular
356740973,religion,christian,regular
356741029,amenity,grave_yard,regular
356741029,ele,95,regular
356741029,county_id,041,gnis
356741029,created,11/30/1979,gnis
356741029,feature_id,1363277,gnis
356741029,state_id,48,gnis
356741029,name,Mount Olive Cemetery,regular
356741109,amenity,place_of_worship,regular
356741109,ele,83,regular
356741109,county_id,395,gnis
356741109,created,11/30/1979,gnis
356741109,feature_id,1363325,gnis
356741109,state_id,48,gnis
356741109,name,Mount Tiver Church,regular
356741109,religion,christian,regular
356741158,amenity,place_of_worship,regular
356741158,ele,74,regular
356741158,county_id,041,gnis
356741158,created,11/30/1979,gnis
356741158,feature_id,1363347,gnis
356741158,state_id,48,gnis
356741158,name,Mount Zion Church,regular
356741158,religion,christian,regular
356741163,amenity,place_of_worship,regular
356741163,ele,111,regular
356741163,county_id,395,gnis
356741163,created,11/30/1979,gnis
356741163,feature_id,1363352,gnis
356741163,state_id,48,gnis
356741163,name,Mount Zion Church,regular
356741163,religion,christian,regular
356741336,amenity,grave_yard,regular
356741336,ele,106,regular
356741336,county_id,471,gnis
356741336,created,11/30/1979,gnis
356741336,feature_id,1363526,gnis
356741336,state_id,48,gnis
356741336,name,Mustang Cemetery,regular
356741449,amenity,grave_yard,regular
356741449,ele,83,regular
356741449,county_id,185,gnis
356741449,created,11/30/1979,gnis
356741449,feature_id,1363625,gnis
356741449,state_id,48,gnis
356741449,name,Neblett Cemetery,regular
356741577,amenity,grave_yard,regular
356741577,ele,98,regular
356741577,county_id,041,gnis
356741577,created,11/30/1979,gnis
356741577,feature_id,1363689,gnis
356741577,state_id,48,gnis
356741577,name,New Bethlehem Cemetery,regular
356741582,amenity,place_of_worship,regular
356741582,ele,98,regular
356741582,county_id,041,gnis
356741582,created,11/30/1979,gnis
356741582,feature_id,1363690,gnis
356741582,state_id,48,gnis
356741582,name,New Bethlehem Church,regular
356741582,religion,christian,regular
356741638,amenity,place_of_worship,regular
356741638,ele,92,regular
356741638,county_id,051,gnis
356741638,created,11/30/1979,gnis
356741638,feature_id,1363729,gnis
356741638,state_id,48,gnis
356741638,name,New Hope Church,regular
356741638,religion,christian,regular
356741639,amenity,place_of_worship,regular
356741639,ele,124,regular
356741639,county_id,395,gnis
356741639,created,11/30/1979,gnis
356741639,feature_id,1363730,gnis
356741639,state_id,48,gnis
356741639,name,New Hope Church,regular
356741639,religion,christian,regular
356741656,amenity,place_of_worship,regular
356741656,ele,82,regular
356741656,county_id,051,gnis
356741656,created,11/30/1979,gnis
356741656,feature_id,1363747,gnis
356741656,state_id,48,gnis
356741656,name,New Jerusalem Church,regular
356741656,religion,christian,regular
356741659,amenity,place_of_worship,regular
356741659,ele,88,regular
356741659,county_id,041,gnis
356741659,created,11/30/1979,gnis
356741659,feature_id,1363751,gnis
356741659,state_id,48,gnis
356741659,name,New Liberty Church,regular
356741659,religion,christian,regular
356741683,amenity,place_of_worship,regular
356741683,ele,128,regular
356741683,county_id,051,gnis
356741683,created,11/30/1979,gnis
356741683,feature_id,1363782,gnis
356741683,state_id,48,gnis
356741683,name,New Tabor Brethren Church,regular
356741683,religion,christian,regular
356741746,amenity,grave_yard,regular
356741746,ele,90,regular
356741746,county_id,041,gnis
356741746,created,11/30/1979,gnis
356741746,feature_id,1363858,gnis
356741746,state_id,48,gnis
356741746,name,Newsome Cemetery,regular
356742241,amenity,grave_yard,regular
356742241,ele,125,regular
356742241,county_id,185,gnis
356742241,created,11/30/1979,gnis
356742241,feature_id,1364304,gnis
356742241,state_id,48,gnis
356742241,name,Oakland Cemetery,regular
356742290,amenity,place_of_worship,regular
356742290,ele,79,regular
356742290,county_id,051,gnis
356742290,created,11/30/1979,gnis
356742290,feature_id,1364392,gnis
356742290,state_id,48,gnis
356742290,name,Old Bethlehem Church,regular
356742290,religion,christian,regular
356742301,amenity,grave_yard,regular
356742301,ele,113,regular
356742301,county_id,041,gnis
356742301,created,11/30/1979,gnis
356742301,feature_id,1364411,gnis
356742301,state_id,48,gnis
356742301,name,Old Cottonwood Cemetery,regular
356742402,amenity,place_of_worship,regular
356742402,ele,79,regular
356742402,county_id,051,gnis
356742402,created,11/30/1979,gnis
356742402,feature_id,1364512,gnis
356742402,state_id,48,gnis
356742402,name,Oldham Church,regular
356742402,religion,christian,regular
356742537,amenity,place_of_worship,regular
356742537,ele,122,regular
356742537,county_id,471,gnis
356742537,created,11/30/1979,gnis
356742537,feature_id,1364678,gnis
356742537,state_id,48,gnis
356742537,name,Paces Chapel,regular
356742537,religion,christian,regular
356743099,amenity,place_of_worship,regular
356743099,ele,107,regular
356743099,county_id,185,gnis
356743099,created,11/30/1979,gnis
356743099,feature_id,1365228,gnis
356743099,state_id,48,gnis
356743099,name,Pilgrim Point Church,regular
356743099,religion,christian,regular
356743103,amenity,place_of_worship,regular
356743103,ele,110,regular
356743103,county_id,471,gnis
356743103,created,11/30/1979,gnis
356743103,feature_id,1365229,gnis
356743103,state_id,48,gnis
356743103,name,Pilgrim Rest Church,regular
356743103,religion,christian,regular
356743127,amenity,grave_yard,regular
356743127,ele,89,regular
356743127,county_id,051,gnis
356743127,created,11/30/1979,gnis
356743127,feature_id,1365237,gnis
356743127,state_id,48,gnis
356743127,name,Pillow Cemetery,regular
356743349,amenity,place_of_worship,regular
356743349,ele,121,regular
356743349,county_id,185,gnis
356743349,created,11/30/1979,gnis
356743349,feature_id,1365406,gnis
356743349,state_id,48,gnis
356743349,name,Pleasant Grove Church,regular
356743349,religion,christian,regular
356743352,amenity,place_of_worship,regular
356743352,ele,98,regular
356743352,county_id,041,gnis
356743352,created,11/30/1979,gnis
356743352,feature_id,1365408,gnis
356743352,state_id,48,gnis
356743352,name,Pleasant Grove Church,regular
356743352,religion,christian,regular
356743358,amenity,place_of_worship,regular
356743358,ele,68,regular
356743358,county_id,051,gnis
356743358,created,11/30/1979,gnis
356743358,feature_id,1365409,gnis
356743358,state_id,48,gnis
356743358,name,Pleasant Grove Church,regular
356743358,religion,christian,regular
356743378,amenity,grave_yard,regular
356743378,ele,98,regular
356743378,county_id,185,gnis
356743378,created,11/30/1979,gnis
356743378,feature_id,1365423,gnis
356743378,state_id,48,gnis
356743378,name,Pleasant Hill Cemetery,regular
356743384,amenity,place_of_worship,regular
356743384,ele,98,regular
356743384,county_id,041,gnis
356743384,created,11/30/1979,gnis
356743384,feature_id,1365428,gnis
356743384,state_id,48,gnis
356743384,name,Pleasant Hill Church,regular
356743384,religion,christian,regular
356743561,amenity,place_of_worship,regular
356743561,ele,76,regular
356743561,county_id,041,gnis
356743561,created,11/30/1979,gnis
356743561,feature_id,1365805,gnis
356743561,state_id,48,gnis
356743561,name,Progressive Church,regular
356743561,religion,christian,regular
356743609,amenity,place_of_worship,regular
356743609,ele,92,regular
356743609,county_id,051,gnis
356743609,created,11/30/1979,gnis
356743609,feature_id,1365819,gnis
356743609,state_id,48,gnis
356743609,name,Providence Church,regular
356743609,religion,christian,regular
356743943,ele,143,regular
356743943,county_id,395,gnis
356743943,created,11/30/1979,gnis
356743943,feature_id,1366155,gnis
356743943,state_id,48,gnis
356743943,name,Red Hill,regular
356743943,natural,peak,regular
356743955,amenity,grave_yard,regular
356743955,ele,104,regular
356743955,county_id,041,gnis
356743955,created,11/30/1979,gnis
356743955,feature_id,1366159,gnis
356743955,state_id,48,gnis
356743955,name,Red Hill Cemetery,regular
356744164,amenity,grave_yard,regular
356744164,ele,109,regular
356744164,county_id,185,gnis
356744164,created,11/30/1979,gnis
356744164,feature_id,1366244,gnis
356744164,state_id,48,gnis
356744164,name,Red Top Cemetery,regular
356744201,amenity,grave_yard,regular
356744201,ele,107,regular
356744201,county_id,041,gnis
356744201,created,11/30/1979,gnis
356744201,feature_id,1366294,gnis
356744201,state_id,48,gnis
356744201,name,Reed Cemetery,regular
356744474,amenity,place_of_worship,regular
356744474,ele,95,regular
356744474,county_id,041,gnis
356744474,created,11/30/1979,gnis
356744474,feature_id,1366553,gnis
356744474,state_id,48,gnis
356744474,name,Roans Chapel,regular
356744474,religion,christian,regular
356744475,amenity,grave_yard,regular
356744475,ele,118,regular
356744475,county_id,185,gnis
356744475,created,11/30/1979,gnis
356744475,feature_id,1366555,gnis
356744475,state_id,48,gnis
356744475,name,Roans Prairie Cemetery,regular
356744540,amenity,place_of_worship,regular
356744540,ele,92,regular
356744540,county_id,041,gnis
356744540,created,11/30/1979,gnis
356744540,feature_id,1366690,gnis
356744540,state_id,48,gnis
356744540,name,Rock Prairie Church,regular
356744540,religion,christian,regular
356744652,amenity,school,regular
356744652,ele,93,regular
356744652,county_id,041,gnis
356744652,created,11/30/1979,gnis
356744652,feature_id,1366895,gnis
356744652,state_id,48,gnis
356744652,name,Ross School,regular
356745051,amenity,place_of_worship,regular
356745051,ele,58,regular
356745051,county_id,041,gnis
356745051,created,11/30/1979,gnis
356745051,feature_id,1367169,gnis
356745051,state_id,48,gnis
356745051,name,Saint John Church,regular
356745051,religion,christian,regular
356745189,amenity,hospital,regular
356745189,ele,113,regular
356745189,county_id,041,gnis
356745189,created,11/30/1979,gnis
356745189,feature_id,1367208,gnis
356745189,state_id,48,gnis
356745189,name,Saint Joseph Hospital,regular
356745278,amenity,place_of_worship,regular
356745278,ele,116,regular
356745278,county_id,395,gnis
356745278,created,11/30/1979,gnis
356745278,feature_id,1367235,gnis
356745278,state_id,48,gnis
356745278,name,Saint Lukes Church,regular
356745278,religion,christian,regular
356745291,amenity,place_of_worship,regular
356745291,ele,83,regular
356745291,county_id,041,gnis
356745291,created,11/30/1979,gnis
356745291,feature_id,1367239,gnis
356745291,state_id,48,gnis
356745291,name,Saint Mark Church,regular
356745291,religion,christian,regular
356745295,amenity,place_of_worship,regular
356745295,ele,98,regular
356745295,county_id,185,gnis
356745295,created,11/30/1979,gnis
356745295,feature_id,1367242,gnis
356745295,state_id,48,gnis
356745295,name,Saint Marks Church,regular
356745295,religion,christian,regular
356745584,amenity,place_of_worship,regular
356745584,ele,106,regular
356745584,county_id,185,gnis
356745584,created,11/30/1979,gnis
356745584,feature_id,1367323,gnis
356745584,state_id,48,gnis
356745584,name,Saint Stanislaus Church,regular
356745584,religion,christian,regular
356745648,amenity,grave_yard,regular
356745648,ele,94,regular
356745648,county_id,185,gnis
356745648,created,11/30/1979,gnis
356745648,feature_id,1367348,gnis
356745648,state_id,48,gnis
356745648,name,Salem Cemetery,regular
356745651,amenity,grave_yard,regular
356745651,ele,105,regular
356745651,county_id,051,gnis
356745651,created,11/30/1979,gnis
356745651,feature_id,1367349,gnis
356745651,state_id,48,gnis
356745651,name,Salem Cemetery,regular
356745661,amenity,place_of_worship,regular
356745661,ele,80,regular
356745661,county_id,185,gnis
356745661,created,11/30/1979,gnis
356745661,feature_id,1367353,gnis
356745661,state_id,48,gnis
356745661,name,Salem Church,regular
356745661,religion,christian,regular
356745664,amenity,place_of_worship,regular
356745664,ele,100,regular
356745664,county_id,041,gnis
356745664,created,11/30/1979,gnis
356745664,feature_id,1367354,gnis
356745664,state_id,48,gnis
356745664,name,Salem Church,regular
356745664,religion,christian,regular
356745667,amenity,place_of_worship,regular
356745667,ele,76,regular
356745667,county_id,041,gnis
356745667,created,11/30/1979,gnis
356745667,feature_id,1367355,gnis
356745667,state_id,48,gnis
356745667,name,Salem Church,regular
356745667,religion,christian,regular
356745679,amenity,place_of_worship,regular
356745679,ele,95,regular
356745679,county_id,185,gnis
356745679,created,11/30/1979,gnis
356745679,feature_id,1367360,gnis
356745679,state_id,48,gnis
356745679,name,Salem Missionary Church,regular
356745679,religion,christian,regular
356745876,amenity,place_of_worship,regular
356745876,ele,74,regular
356745876,county_id,051,gnis
356745876,created,11/30/1979,gnis
356745876,feature_id,1367541,gnis
356745876,state_id,48,gnis
356745876,name,San Salvador Church,regular
356745876,religion,christian,regular
356745987,amenity,place_of_worship,regular
356745987,ele,101,regular
356745987,county_id,041,gnis
356745987,created,11/30/1979,gnis
356745987,feature_id,1367762,gnis
356745987,state_id,48,gnis
356745987,name,Santa Teresa Church,regular
356745987,religion,christian,regular
356746059,amenity,grave_yard,regular
356746059,ele,94,regular
356746059,county_id,041,gnis
356746059,created,11/30/1979,gnis
356746059,feature_id,1367859,gnis
356746059,state_id,48,gnis
356746059,name,Schultze Cemetery,regular
356746398,amenity,grave_yard,regular
356746398,ele,112,regular
